config_id,model,ideology,quantization,language,context_combo,instr_combo,key_type,perm_id,persona_combo,score_econ,score_soc,intrinsic_var_econ,intrinsic_var_soc
10800,Qwen3-14B,base,4bit,german,Ctx_4,options_first_idx4,numeric_zero_index,3,absent,-2.5103775690529986,-3.8716231371391086,2.188438584769162,1.0769431389428499
10801,Qwen3-14B,base,4bit,czech,absent,options_first_idx0,lowercase_start,2,absent,-0.15474381698897421,3.8805184186517985,0.41549230682008764,0.23005467228910412
10802,Qwen3-14B,base,4bit,bulgarian,Ctx_2,question_first_idx4,numeric,0,absent,-1.3466697575925957,-3.841353775699241,2.422273926272628,0.8951007436420486
10803,Qwen3-14B,base,4bit,german,absent,options_first_idx3,numeric_zero_index,0,absent,-3.0477386063006247,-3.7610981913429082,1.339839417247149,0.7212345817807312
10804,Qwen3-14B,base,4bit,bulgarian,Ctx_2,options_first_idx3,lowercase_start,0,absent,-1.207349440259148,0.1941980672342036,2.2732835899448416,0.9823643925130555
10805,Qwen3-14B,base,4bit,spanish,absent,options_first_idx4,numeric_zero_index,0,absent,-4.2160083854643275,-1.9287600085021437,0.9066773187198008,0.550475300526013
10806,Qwen3-14B,base,4bit,persian,Ctx_4,options_first_idx2,numeric,3,absent,-1.1913625963817793,-0.5889713774848878,1.4223645587230638,0.8133198481486954
10807,Qwen3-14B,base,4bit,turkish,absent,options_first_idx3,numeric,1,absent,1.1250623152007782,1.3398624372090284,3.8679380659679676,1.3443514955828242
10808,Qwen3-14B,base,4bit,romanian,Ctx_1,question_first_idx1,numeric,2,absent,-3.539312923013532,-2.763129925570622,1.5906163979355386,0.6169215979213859
10809,Qwen3-14B,base,4bit,bulgarian,absent,options_first_idx0,numeric_zero_index,2,absent,-1.3703125764722688,-0.646807007388785,2.2242322404937425,0.9068075561297944
10810,Qwen3-14B,base,4bit,spanish,Ctx_0,question_first_idx0,uppercase_start,2,absent,-1.4397194652030212,0.7252718351839696,3.213188191617455,1.5433427425399198
10811,Qwen3-14B,base,4bit,slovene,absent,question_first_idx2,uppercase_start,3,absent,-1.4535143890405953,-0.2773620716686396,3.300546501925977,1.8475207314255309
10812,Qwen3-14B,base,4bit,spanish,Ctx_4,question_first_idx3,numeric,0,absent,-3.8843308296065344,-3.3185182036611307,1.181025169765102,0.524762629524108
10813,Qwen3-14B,base,4bit,slovene,Ctx_0,options_first_idx0,numeric_zero_index,3,absent,-0.778949327385615,0.8283925832351593,4.875262746968149,2.0759086822160384
10814,Qwen3-14B,base,4bit,polish,absent,question_first_idx0,lowercase_start,1,absent,-1.1301685854163008,-2.6471093857413814,3.593894600647739,1.3914172604294939
10815,Qwen3-14B,base,4bit,polish,Ctx_1,question_first_idx4,lowercase_start,0,absent,-0.8996123384646576,-1.1666443033480958,1.0928512427787782,0.6756023818093461
10816,Qwen3-14B,base,4bit,german,absent,question_first_idx1,uppercase_start,3,absent,-1.663467670159255,-2.5212970460941913,3.516114106705144,1.2133275667577053
10817,Qwen3-14B,base,4bit,turkish,absent,question_first_idx2,numeric_zero_index,0,absent,-0.9571691690756561,2.6049144187721187,0.9806596072764563,0.4373550055672282
10818,Qwen3-14B,base,4bit,romanian,Ctx_3,options_first_idx2,lowercase_start,3,absent,-0.8463538616867492,0.8135553559539207,1.684858789289397,0.7778493591610727
10819,Qwen3-14B,base,4bit,slovene,absent,options_first_idx2,uppercase_start,3,absent,-0.986499435199977,1.2147088311125491,2.808338401223594,1.5160326502190122
10820,Qwen3-14B,base,4bit,german,absent,options_first_idx1,numeric_zero_index,0,absent,-3.921134763743462,-4.270421843197048,1.3168511659382103,0.6463450406749449
10821,Qwen3-14B,base,4bit,romanian,absent,question_first_idx4,numeric,3,absent,-2.4508709322375792,-1.21091803355367,2.2625884150697373,1.0201500414313422
10822,Qwen3-14B,base,4bit,german,Ctx_4,question_first_idx1,numeric,2,absent,-2.018297125302805,-3.2242774616057703,1.8470459699640018,0.912305810763901
10823,Qwen3-14B,base,4bit,portuguese,absent,options_first_idx0,numeric,2,absent,-3.2818780752328784,-1.0057720159848067,1.790071612425642,1.0200749561937457
10824,Qwen3-14B,base,4bit,romanian,Ctx_1,question_first_idx3,uppercase_start,1,absent,-1.5236071523865329,0.46964007340768715,1.9293621513954002,1.0679363582605468
10825,Qwen3-14B,base,4bit,italian,absent,options_first_idx2,numeric_zero_index,3,absent,-5.318616510224146,-3.6736938399062784,1.2140360733083653,0.5310308709772649
10826,Qwen3-14B,base,4bit,polish,absent,options_first_idx2,numeric,2,absent,-1.8838930080198737,-1.9340154211708622,2.434055100615338,0.9127312327202454
10827,Qwen3-14B,base,4bit,romanian,absent,question_first_idx0,lowercase_start,1,absent,-1.500031167818625,-1.0941473787825424,4.005906593400773,1.6627569442211334
10828,Qwen3-14B,base,4bit,turkish,Ctx_1,question_first_idx3,lowercase_start,3,absent,-1.4499592506594143,0.09599959249402223,2.7678831347425215,1.2142991049349399
10829,Qwen3-14B,base,4bit,spanish,Ctx_4,question_first_idx1,lowercase_start,2,absent,-3.848814135905904,-3.174401722881282,1.9447014901784982,0.7338367322406742
10830,Qwen3-14B,base,4bit,turkish,absent,question_first_idx2,numeric_zero_index,1,absent,0.16621534019552836,3.21987275878969,1.6582130219025906,0.5692452179994388
10831,Qwen3-14B,base,4bit,slovene,absent,options_first_idx2,numeric,0,absent,-1.1557152511089879,1.0505720826333966,0.8235021693041968,0.6719033981104093
10832,Qwen3-14B,base,4bit,german,Ctx_2,options_first_idx4,numeric,1,absent,-1.1414248225143495,-1.081482812176465,2.931296761162808,1.0127185549011157
10833,Qwen3-14B,base,4bit,czech,absent,options_first_idx0,numeric_zero_index,1,absent,-0.22758811566076814,3.197533744460312,1.623408957349763,0.5830021913021282
10834,Qwen3-14B,base,4bit,romanian,absent,question_first_idx2,lowercase_start,2,absent,-2.522237329004477,-2.7524514228443504,3.121859114635843,1.1122965692089894
10835,Qwen3-14B,base,4bit,slovene,Ctx_3,question_first_idx4,lowercase_start,3,absent,-0.9808226775583744,0.1476242652071647,3.502074868285767,1.4560652821516205
10836,Qwen3-14B,base,4bit,english,Ctx_2,question_first_idx3,lowercase_start,3,absent,-4.332979338493521,-3.0917224520076374,2.412515558316305,1.238232677194056
10837,Qwen3-14B,base,4bit,polish,Ctx_0,question_first_idx1,numeric,0,absent,-2.106959613139322,-2.4015897977839535,3.812385546078923,1.3521095666025587
10838,Qwen3-14B,base,4bit,polish,Ctx_4,question_first_idx4,numeric_zero_index,2,absent,-1.0260786895026615,0.4737154778027621,2.2664774180583356,1.1071133345109885
10839,Qwen3-14B,base,4bit,spanish,Ctx_3,question_first_idx0,lowercase_start,2,absent,-2.5736338341413316,-1.942257422105967,2.779871210449361,0.9979880139042208
10840,Qwen3-14B,base,4bit,persian,Ctx_4,question_first_idx1,lowercase_start,2,absent,-1.9298419540132499,-2.8092124710929327,2.2239586836683505,0.8942019445811645
10841,Qwen3-14B,base,4bit,french,absent,question_first_idx1,lowercase_start,1,absent,-2.81000283093408,-2.73226380036823,2.7781331659028488,1.2454024806098773
10842,Qwen3-14B,base,4bit,bulgarian,Ctx_3,options_first_idx1,numeric,1,absent,-3.1392691287890426,-1.2685968779897865,1.9322045932067857,0.7146970304127028
10843,Qwen3-14B,base,4bit,polish,absent,options_first_idx1,numeric_zero_index,2,absent,-4.328177202636567,-2.230347487717191,1.5459339575103441,0.6709965332795551
10844,Qwen3-14B,base,4bit,italian,absent,options_first_idx1,numeric_zero_index,2,absent,-3.287465293123867,-1.8441814802170138,1.761040382811791,0.7706138139728651
10845,Qwen3-14B,base,4bit,english,absent,options_first_idx3,numeric,2,absent,-4.109572304980556,-1.2190436567487788,1.4058340432190197,0.7749678787579324
10846,Qwen3-14B,base,4bit,spanish,Ctx_0,question_first_idx4,numeric_zero_index,1,absent,-1.5419006290707231,1.0416201876822424,3.3639401896025922,1.6206605739747846
10847,Qwen3-14B,base,4bit,german,absent,options_first_idx1,numeric_zero_index,0,absent,-3.921134763743462,-4.270421843197048,1.3168511659382103,0.6463450406749449
10848,Qwen3-14B,base,4bit,polish,Ctx_3,question_first_idx0,lowercase_start,1,absent,-0.14210932741935497,0.8441381130129852,2.377845457494876,1.1459411831369812
10849,Qwen3-14B,base,4bit,bulgarian,absent,question_first_idx1,numeric_zero_index,2,absent,-5.80011201406477,-4.38077146125609,1.5925733472292847,0.6283943820909297
10850,Qwen3-14B,base,4bit,italian,Ctx_1,question_first_idx1,lowercase_start,0,absent,-3.6964827167307206,-2.597066885937824,1.9976733577105064,0.812040708195611
10851,Qwen3-14B,base,4bit,portuguese,absent,question_first_idx1,uppercase_start,0,absent,-5.058863786973836,-5.2437574180583795,3.034997893785106,0.8342492684093704
10852,Qwen3-14B,base,4bit,portuguese,absent,question_first_idx3,numeric_zero_index,0,absent,-3.5685298149928926,-3.7158300220172897,0.9427714376562121,0.5613150315380464
10853,Qwen3-14B,base,4bit,bulgarian,Ctx_0,options_first_idx3,lowercase_start,3,absent,-1.3021214162282573,-0.3035895820718221,2.8628318288546484,1.1821932192356903
10854,Qwen3-14B,base,4bit,persian,absent,options_first_idx3,lowercase_start,0,absent,-1.0791299330985178,-1.0828277804620146,2.2503996466927103,0.8664491349602516
10855,Qwen3-14B,base,4bit,slovene,absent,options_first_idx2,lowercase_start,1,absent,-0.8745156899603849,-1.8008112290604215,2.8858563215048525,1.0776220449556413
10856,Qwen3-14B,base,4bit,bulgarian,Ctx_0,options_first_idx2,lowercase_start,0,absent,-1.2726917604384766,-0.43939152298370465,2.9391010599083103,1.1386833578758793
10857,Qwen3-14B,base,4bit,german,absent,options_first_idx0,numeric,0,absent,-2.7921912137872154,-4.06675981846288,3.0376130259992298,0.9076309958941847
10858,Qwen3-14B,base,4bit,russian,absent,question_first_idx0,uppercase_start,1,absent,-0.4823487014706791,1.1233466941097388,3.8738082709134476,1.680123420183819
10859,Qwen3-14B,base,4bit,bulgarian,Ctx_3,question_first_idx3,numeric,1,absent,-2.7748574044013465,-1.212763551096588,1.8321864634796348,0.8542638233229969
10860,Qwen3-14B,base,4bit,persian,absent,options_first_idx4,uppercase_start,2,absent,-0.7427112732756038,-1.4319857245604404,3.6550627161778952,1.4438798526828238
10861,Qwen3-14B,base,4bit,portuguese,Ctx_3,options_first_idx0,numeric,0,absent,-2.544673406052529,-3.1339829906769454,3.357976265680129,1.0863168315638585
10862,Qwen3-14B,base,4bit,german,Ctx_3,options_first_idx1,lowercase_start,2,absent,-1.3868543916054517,-1.7399858029278976,1.7060264442218716,0.6024537261145252
10863,Qwen3-14B,base,4bit,czech,absent,question_first_idx0,numeric,2,absent,-3.378186381837179,-2.052819686030361,2.315518993404878,0.9874926835788109
10864,Qwen3-14B,base,4bit,italian,absent,question_first_idx2,numeric_zero_index,2,absent,-1.53541316640972,0.9468807324743347,2.130395760864323,1.1307500607550371
10865,Qwen3-14B,base,4bit,czech,Ctx_1,options_first_idx1,uppercase_start,0,absent,-1.8310819900426685,-1.4084378577597136,4.2886445538463,1.8151798260631622
10866,Qwen3-14B,base,4bit,german,absent,question_first_idx0,uppercase_start,2,absent,-1.412286161927283,-1.4966749598151416,2.852492065861865,1.30608645918499
10867,Qwen3-14B,base,4bit,italian,Ctx_1,options_first_idx4,numeric,2,absent,-2.449607844247911,-0.47674660378625505,2.223949701801825,1.020720354981313
10868,Qwen3-14B,base,4bit,slovene,Ctx_2,options_first_idx0,numeric_zero_index,2,absent,-0.10652797223946153,4.207826636673954,0.22872115537108398,0.0931657885263
10869,Qwen3-14B,base,4bit,french,absent,options_first_idx0,numeric,1,absent,-1.306762167996076,2.7239108792280993,2.8183256053467076,1.1151446877950049
10870,Qwen3-14B,base,4bit,french,Ctx_1,question_first_idx2,uppercase_start,1,absent,-1.7379859887368718,1.1534969693433619,3.0243080577388812,1.4177480249622123
10871,Qwen3-14B,base,4bit,czech,absent,question_first_idx3,numeric_zero_index,3,absent,-5.416740856113488,-3.679130751308377,1.9204322646974004,0.6927662760030809
10872,Qwen3-14B,base,4bit,turkish,Ctx_0,question_first_idx3,numeric_zero_index,2,absent,-0.8352425338560875,1.060850622862679,1.7735627274565327,0.8971226057674235
10873,Qwen3-14B,base,4bit,english,Ctx_1,question_first_idx0,uppercase_start,0,absent,-2.1018630144395254,-3.452114743536634,3.537557843335321,1.223233009675706
10874,Qwen3-14B,base,4bit,bulgarian,absent,question_first_idx3,numeric_zero_index,1,absent,-1.484506312611803,2.0947947206351243,1.8327787338850814,0.6992155984765571
10875,Qwen3-14B,base,4bit,turkish,absent,options_first_idx0,numeric,1,absent,1.6974173537784183,1.8484731456695933,3.6587723727737824,1.577996546913867
10876,Qwen3-14B,base,4bit,slovene,Ctx_2,options_first_idx2,numeric_zero_index,1,absent,-0.33593152734978005,2.0855575823324104,1.4629769945368605,0.9434429088588113
10877,Qwen3-14B,base,4bit,spanish,absent,question_first_idx1,numeric,1,absent,-4.951205269633842,-4.83586194038474,2.286500004545621,0.8471182740036273
10878,Qwen3-14B,base,4bit,french,Ctx_2,question_first_idx3,uppercase_start,2,absent,-2.4221504876798363,-1.3147021669581642,2.9118937773654974,1.4604951880804147
10879,Qwen3-14B,base,4bit,romanian,absent,question_first_idx1,uppercase_start,3,absent,-2.612096965823387,-1.556497153886096,3.969157790368251,1.7244251459531197
10880,Qwen3-14B,base,4bit,polish,absent,options_first_idx1,uppercase_start,1,absent,-3.0619133770953986,-2.4379604053954713,3.922244981891094,1.67552898802241
10881,Qwen3-14B,base,4bit,bulgarian,Ctx_3,question_first_idx0,uppercase_start,3,absent,-1.648613965898354,-0.7977852778909094,4.3060627862725624,1.8825239046112
10882,Qwen3-14B,base,4bit,persian,Ctx_4,question_first_idx4,uppercase_start,2,absent,-0.9389644416368754,0.7379749671934713,2.1790398455770887,1.2457570446039186
10883,Qwen3-14B,base,4bit,turkish,absent,question_first_idx1,numeric_zero_index,2,absent,-1.7695788232696223,-0.14900652271104442,1.7909005126946567,0.8836775584553851
10884,Qwen3-14B,base,4bit,french,absent,options_first_idx2,uppercase_start,0,absent,-3.4105573499034043,-0.8548120070778407,1.7778750839698934,1.1703333194285035
10885,Qwen3-14B,base,4bit,turkish,absent,question_first_idx2,numeric,0,absent,-1.2592905923254043,1.3368770259588927,2.197228308921429,0.6712765521731143
10886,Qwen3-14B,base,4bit,spanish,absent,options_first_idx4,lowercase_start,1,absent,-3.1491159558853847,-2.0113172730712443,2.333551393628351,0.9895480025260514
10887,Qwen3-14B,base,4bit,russian,absent,question_first_idx3,lowercase_start,3,absent,-2.14549768533288,-1.9129143040173469,3.2192912443857216,1.3895827225269373
10888,Qwen3-14B,base,4bit,romanian,absent,question_first_idx4,numeric_zero_index,2,absent,-3.0180709958452883,-2.1355617335843378,2.3348154413744844,1.0177267814573276
10889,Qwen3-14B,base,4bit,portuguese,Ctx_2,options_first_idx3,lowercase_start,3,absent,-1.8677877802270684,-0.2322468927573129,2.7558974253051987,1.244186700534927
10890,Qwen3-14B,base,4bit,russian,absent,question_first_idx2,numeric,3,absent,-0.33533638289984025,2.5588145884991387,1.0022879492379433,0.7561029201373413
10891,Qwen3-14B,base,4bit,french,Ctx_4,options_first_idx2,numeric_zero_index,1,absent,-0.2198530714286202,3.5334314600930994,0.7498843128741367,0.43940453473349955
10892,Qwen3-14B,base,4bit,russian,absent,options_first_idx2,numeric,2,absent,-3.4293279135013828,-1.6862419452494721,2.43496404378949,0.9516207459240473
10893,Qwen3-14B,base,4bit,russian,Ctx_1,question_first_idx0,numeric,3,absent,-2.3848247568746106,-0.8271108743512192,2.647835015580041,1.1739661609214413
10894,Qwen3-14B,base,4bit,czech,absent,options_first_idx1,uppercase_start,0,absent,-0.7835590738528126,-1.2050714145444528,3.6136592202923703,1.5306048229333775
10895,Qwen3-14B,base,4bit,persian,Ctx_3,options_first_idx0,numeric,1,absent,-0.16383590946690346,2.923108876661298,2.217377350571398,0.9295006885593617
10896,Qwen3-14B,base,4bit,persian,absent,question_first_idx2,numeric,1,absent,-0.1869625020114245,0.237954622542021,2.0080633429914974,0.8389155592870621
10897,Qwen3-14B,base,4bit,italian,absent,question_first_idx4,lowercase_start,3,absent,-0.7958521471730184,-0.4785221635925937,4.586254530551167,1.8361765600239823
10898,Qwen3-14B,base,4bit,french,Ctx_0,question_first_idx4,lowercase_start,0,absent,-0.45587967943165836,-1.9771649439188823,3.79908387877105,1.5392911141018346
10899,Qwen3-14B,base,4bit,russian,absent,options_first_idx4,numeric_zero_index,1,absent,-0.5762264295656603,2.523930956023224,2.0948943998342,1.0087391616823962
10900,Qwen3-14B,base,4bit,polish,Ctx_0,options_first_idx3,numeric,3,absent,-1.517958773732548,-0.11203713867321728,2.9360990534199267,1.221228843573079
10901,Qwen3-14B,base,4bit,english,absent,question_first_idx3,numeric_zero_index,0,absent,-3.133916770419829,-6.204443954232127,1.127763851384756,0.32270102234928094
10902,Qwen3-14B,base,4bit,english,absent,question_first_idx1,numeric_zero_index,0,absent,-4.641094031360188,-3.886119819952752,0.9189445861321645,0.7236680704601801
10903,Qwen3-14B,base,4bit,czech,Ctx_3,options_first_idx0,numeric_zero_index,0,absent,-0.527978512311726,-3.210917999994618,2.7177389612328544,0.9014752917768019
10904,Qwen3-14B,base,4bit,romanian,Ctx_3,question_first_idx1,numeric_zero_index,1,absent,-1.322637777276807,-0.7389339686587487,1.4152158755979822,0.6120497824105143
10905,Qwen3-14B,base,4bit,italian,absent,question_first_idx3,uppercase_start,2,absent,-3.9224798654301494,-3.4354681084376177,2.390132981771898,0.9148143209674031
10906,Qwen3-14B,base,4bit,persian,Ctx_4,question_first_idx4,numeric,1,absent,-0.07481065288475341,1.355789491028256,3.589744114788254,1.6411063053320076
10907,Qwen3-14B,base,4bit,persian,absent,question_first_idx2,numeric,2,absent,-2.5890904364589127,-2.262555625563633,1.1567163081514713,0.6241782546344947
10908,Qwen3-14B,base,4bit,german,absent,question_first_idx4,uppercase_start,2,absent,-0.2899044859533625,2.8471067921047264,2.0414726308567985,0.97210292305381
10909,Qwen3-14B,base,4bit,portuguese,Ctx_1,question_first_idx4,uppercase_start,0,absent,-1.15948894132122,-1.5780821157859686,5.0270166449004625,1.9903254792169516
10910,Qwen3-14B,base,4bit,english,Ctx_2,question_first_idx1,lowercase_start,1,absent,-4.134661812612388,-2.453604051260656,1.840834112883102,0.9975546392146485
10911,Qwen3-14B,base,4bit,portuguese,absent,options_first_idx0,lowercase_start,3,absent,-4.214535384582954,-3.1209723310334407,2.6481295796948534,1.2764923075920325
10912,Qwen3-14B,base,4bit,french,absent,options_first_idx4,uppercase_start,2,absent,-4.43361382880343,-2.423673081741689,2.4021458292293163,1.1457924950613023
10913,Qwen3-14B,base,4bit,spanish,Ctx_0,question_first_idx0,lowercase_start,3,absent,-0.7380982821543702,1.629442556098055,2.9540299451666767,1.4261679970966774
10914,Qwen3-14B,base,4bit,czech,Ctx_4,question_first_idx4,lowercase_start,0,absent,-0.7769197982172253,-2.4934963544446376,4.177769752932928,1.6343092225916196
10915,Qwen3-14B,base,4bit,romanian,absent,question_first_idx0,lowercase_start,3,absent,-1.3713794649095512,-0.012296928765651055,3.4525397030743834,1.671881386416872
10916,Qwen3-14B,base,4bit,italian,Ctx_4,question_first_idx2,numeric,0,absent,-1.4931147243881582,0.6543416649673699,1.638368930299439,0.9741722550114224
10917,Qwen3-14B,base,4bit,french,Ctx_3,question_first_idx1,numeric_zero_index,1,absent,0.22133614034771676,3.6588062198245472,0.2618570983347288,0.18479032389493014
10918,Qwen3-14B,base,4bit,russian,absent,question_first_idx3,lowercase_start,1,absent,-1.924124623276364,-1.6525547101007592,3.436786076046479,1.39625359380999
10919,Qwen3-14B,base,4bit,polish,Ctx_0,question_first_idx1,numeric,0,absent,-2.106959613139322,-2.4015897977839535,3.812385546078923,1.3521095666025587
